Prediction	Accession	Query
MurE	WP_242335633.1	MurE.2
MurE	WP_013438673.1	MurE.2
MurE	WP_057807771.1	MurE.2
MurE	WP_004265146.1	MurE.2
MurE	WP_240470673.1	MurE.2
MurE	WP_103662017.1	MurE.2
MurE	WP_068988792.1	MurE.2
MurE	WP_261806610.1	MurE.2
MurE	WP_007126028.1	MurE.2
MurE	WP_248849023.1	MurE.2
MurE	WP_155431822.1	MurE.2
MurE	WP_019293334.1	MurE.2
MurE	WP_251574368.1	MurE.2
MurE	WP_057907398.1	MurE.2
MurE	WP_150204699.1	MurE.2
MurE	WP_003627351.1	MurE.2
MurE	WP_125600987.1	MurE.2
MurE	WP_022791194.1	MurE.2
MurE	WP_260964789.1	MurE.2
MurE	WP_251713517.1	MurE.2
MurE	WP_056938125.1	MurE.2
MurE	WP_191683568.1	MurE.2
MurE	WP_057797631.1	MurE.2
MurE	WP_004259245.1	MurE.2
MurE	WP_125566785.1	MurE.2
MurE	WP_057881029.1	MurE.2
MurE	WP_166010469.1	MurE.2
MurE	WP_125641337.1	MurE.2
MurE	WP_087176214.1	MurE.2
MurE	WP_213495554.1	MurE.2
MurE	WP_212780102.1	MurE.2
MurE	WP_056937085.1	MurE.2
MurE	WP_057888366.1	MurE.2
MurE	WP_273646029.1	MurE.2
MurE	WP_137619510.1	MurE.2
MurE	WP_057775062.1	MurE.2
MurE	WP_076614015.1	MurE.2
MurE	WP_153522433.1	MurE.2
MurE	WP_135254699.1	MurE.2
MurE	WP_078806833.1	MurE.2
MurE	WP_123830899.1	MurE.2
MurE	WP_061776193.1	MurE.2
MurE	WP_003130330.1	MurE.2
MurE	WP_025081014.1	MurE.2
MurE	WP_025023527.1	MurE.2
MurE	WP_056955202.1	MurE.2
MurE	WP_025085442.1	MurE.2
MurE	WP_070229824.1	MurE.2
MurE	WP_251717220.1	MurE.2
MurE	WP_183540798.1	MurE.2
MurE	WP_137609856.1	MurE.2
MurE	WP_084098720.1	MurE.2
MurE	WP_225364153.1	MurE.2
MurE	WP_056947597.1	MurE.2
MurE	WP_013102406.1	MurE.2
MurE	WP_000590310.1	MurE.2
MurE	WP_010707827.1	MurE.3
MurE	WP_069647346.1	MurE.3
MurE	WP_025871848.1	MurE.3
MurE	WP_071876046.1	MurE.3
MurE	WP_069654964.1	MurE.3
MurE	WP_010772116.1	MurE.3
MurE	WP_088270847.1	MurE.3
MurE	WP_010762362.1	MurE.3
MurE	WP_208930438.1	MurE.3
MurE	WP_069640300.1	MurE.3
MurE	WP_069635728.1	MurE.3
MurE	WP_084387052.1	MurE.3
MurE	WP_010763606.1	MurE.3
MurE	WP_069664422.1	MurE.3
MurE	WP_015694561.1	MurE.3
MurE	WP_209559254.1	MurE.3
MurE	WP_126793356.1	MurE.3
MurE	WP_166035355.1	MurE.3
MurE	WP_010750212.1	MurE.3
MurE	WP_227258527.1	MurE.3
MurE	WP_071456874.1	MurE.3
MurE	WP_094940680.1	MurE.3
MurE	WP_079348444.1	MurE.3
MurE	WP_002292267.1	MurE.3
MurE	WP_081134145.1	MurE.3
MurE	WP_095803853.1	MurE.3
MurE	WP_071854746.1	MurE.3
MurE	WP_010766763.1	MurE.3
MurE	WP_002294486.1	MurE.3
MurE	WP_071867530.1	MurE.3
MurE	WP_173102143.1	MurE.3
MurE	WP_122645838.1	MurE.3
MurE	WP_257700123.1	MurE.3
MurE	WP_125955731.1	MurE.3
MurE	WP_095005833.1	MurE.3
MurE	WP_016173022.1	MurE.3
MurE	WP_071856825.1	MurE.3
MurE	WP_048603732.1	MurE.3
MurE	WP_137605541.1	MurE.3
MurE	WP_137664550.1	MurE.3
MurE	WP_010745349.1	MurE.3
MurE	WP_010752737.1	MurE.3
MurE	WP_270328466.1	MurE.3
MurE	WP_114525008.1	MurE.3
MurE	WP_067625927.1	MurE.3
MurE	WP_125982959.1	MurE.3
MurE	WP_049219066.1	MurE.3
MurE	WP_216427878.1	MurE.3
MurE	WP_136136524.1	MurE.3
MurE	WP_126779868.1	MurE.3
MurE	WP_275470078.1	MurE.3
MurE	WP_078806833.1	MurE.3
MurE	WP_137609856.1	MurE.3
MurE	WP_137614143.1	MurE.3
MurE	WP_137619510.1	MurE.3
MurE	WP_166008004.1	MurE.3
MurE	WP_275471563.1	MurE.3
MurE	WP_126830218.1	MurE.3
MurE	WP_161870536.1	MurE.3
MurE	WP_209525723.1	MurE.3
MurE	WP_218327572.1	MurE.3
MurE	WP_077274919.1	MurE.3
MurE	WP_010756596.1	MurE.3
MurE	WP_125942353.1	MurE.3
MurE	WP_240470673.1	MurE.3
MurE	WP_146621632.1	MurE.3
MurE	WP_146567943.1	MurE.3
MurE	WP_016173946.1	MurE.3
MurE	WP_014633915.1	MurE.3
MurE	WP_199574784.1	MurE.3
MurE	WP_000628277.1	MurE.3
MurE	WP_168548164.1	MurE.3
MurE	WP_104967372.1	MurE.3
MurE	WP_116878390.1	MurE.3
MurE	WP_003054161.1	MurE.3
MurE	WP_027969810.1	MurE.3
MurE	WP_018373930.1	MurE.3
MurE	WP_067396324.1	MurE.3
MurE	WP_140814235.1	MurE.3
MurE	WP_205009260.1	MurE.3
MurE	WP_018030326.1	MurE.3
MurE	WP_027973338.1	MurE.3
MurE	WP_027976562.1	MurE.3
MurE	WP_205017094.1	MurE.3
MurE	WP_113850259.1	MurE.3
MurE	WP_040367038.1	MurE.3
MurE	WP_199567081.1	MurE.3
MurE	WP_135782651.1	MurE.3
MurE	WP_007896270.1	MurE.3
MurE	WP_126404673.1	MurE.3
MurE	WP_164228545.1	MurE.3
MurE	WP_067060415.1	MurE.3
MurE	WP_200772563.1	MurE.3
MurE	WP_062709539.1	MurE.3
MurE	WP_109290140.1	MurE.3
MurE	WP_003078286.1	MurE.3
MurE	WP_134974246.1	MurE.3
MurE	WP_006532866.1	MurE.3
MurE	WP_026217671.1	MurE.3
MurE	WP_121834885.1	MurE.3
MurE	WP_003087200.1	MurE.3
MurE	WP_002985858.1	MurE.3
MurE	WP_157629294.1	MurE.3
MurE	WP_003097927.1	MurE.3
MurE	WP_026216713.1	MurE.3
MurE	WP_018365545.1	MurE.3
MurE	WP_002996775.1	MurE.3
MurE	WP_115242421.1	MurE.3
MurE	WP_058814181.1	MurE.3
MurE	WP_135254699.1	MurE.3
MurE	WP_006145282.1	MurE.3
MurE	WP_056941589.1	MurE.3
MurE	WP_006269845.1	MurE.3
MurE	WP_128832919.1	MurE.3
MurE	WP_006148136.1	MurE.3
MurE	WP_006148136.1	MurE.3
MurE	WP_074486332.1	MurE.3
MurE	WP_070788409.1	MurE.3
MurE	WP_000590327.1	MurE.3
MurE	WP_003082548.1	MurE.3
MurE	WP_013903967.1	MurE.3
MurE	WP_136953297.1	MurE.3
MurE	WP_221913674.1	MurE.3
MurE	WP_074533551.1	MurE.3
MurE	WP_008088281.1	MurE.3
MurE	WP_049512471.1	MurE.3
MurE	WP_075098865.1	MurE.3
MurE	WP_057490437.1	MurE.3
MurE	WP_004229923.1	MurE.3
MurE	WP_070793348.1	MurE.3
MurE	WP_179971571.1	MurE.3
MurE	WP_235280827.1	MurE.3
MurE	WP_009491926.1	MurE.3
MurE	WP_018364210.1	MurE.3
MurE	WP_024052048.1	MurE.3
MurE	WP_244353306.1	MurE.3
MurE	WP_096039951.1	MurE.3
MurE	WP_018375842.1	MurE.3
MurE	WP_117744555.1	MurE.3
MurE	WP_253362687.1	MurE.3
MurE	WP_120701713.1	MurE.3
MurE	WP_199542930.1	MurE.3
MurE	WP_021001394.1	MurE.3
MurE	WP_045612052.1	MurE.3
MurE	WP_071793586.1	MurE.3
MurE	WP_027971797.1	MurE.3
MurE	WP_126466558.1	MurE.3
MurE	WP_002289475.1	MurE.3
MurE	WP_031366281.1	MurE.3
MurE	WP_003101555.1	MurE.3
MurE	WP_003066041.1	MurE.3
MurE	WP_003066041.1	MurE.3
MurE	WP_049552271.1	MurE.3
MurE	WP_005589437.1	MurE.3
MurE	WP_140833066.1	MurE.3
MurE	WP_120718619.1	MurE.3
MurE	WP_218493815.1	MurE.3
MurE	WP_261814125.1	MurE.3
MurE	WP_180745425.1	MurE.3
MurE	WP_076996030.1	MurE.3
MurE	WP_009854768.1	MurE.3
MurE	WP_213495554.1	MurE.3
MurE	WP_075103892.1	MurE.3
MurE	WP_094785262.1	MurE.3
MurE	WP_029691392.1	MurE.3
MurE	WP_261804812.1	MurE.3
MurE	WP_004234735.1	MurE.3
MurE	WP_118908732.1	MurE.3
MurE	WP_068707533.1	MurE.3
MurE	WP_115268531.1	MurE.3
MurE	WP_016185214.1	MurE.3
MurE	WP_172207683.1	MurE.3
MurE	WP_018167641.1	MurE.3
MurE	WP_019293334.1	MurE.3
MurE	WP_000590270.1	MurE.3
MurE	WP_249513402.1	MurE.3
MurE	WP_119876279.1	MurE.3
MurE	WP_120770404.1	MurE.3
MurE	WP_006739649.1	MurE.3
MurE	WP_015510493.1	MurE.3
MurE	WP_068988792.1	MurE.3
MurE	WP_248849023.1	MurE.3
MurE	WP_018368904.1	MurE.3
MurE	WP_126806162.1	MurE.3
MurE	WP_004259245.1	MurE.3
MurE	WP_206158728.1	MurE.3
MurE	WP_219966859.1	MurE.3
MurE	WP_011922188.1	MurE.3
MurE	WP_165994364.1	MurE.3
MurE	WP_069028514.1	MurE.3
MurE	WP_067085929.1	MurE.3
MurE	WP_054279077.1	MurE.3
MurE	WP_124006700.1	MurE.3
MurE	WP_120171915.1	MurE.3
MurE	WP_003082148.1	MurE.3
MurE	WP_037615131.1	MurE.3
MurE	WP_237395201.1	MurE.3
MurE	WP_251713517.1	MurE.3
MurE	WP_172357153.1	MurE.3
MurE	WP_021037777.1	MurE.3
MurE	WP_212572058.1	MurE.3
MurE	WP_061603108.1	MurE.3
MurE	WP_106482939.1	MurE.3
MurE	WP_019769586.1	MurE.3
MurE	WP_045923342.1	MurE.3
MurE	WP_003130330.1	MurE.3
MurE	WP_150204699.1	MurE.3
MurE	WP_251423616.1	MurE.3
MurE	WP_132973882.1	MurE.3
MurE	WP_137638811.1	MurE.3
MurE	WP_209551220.1	MurE.3
MurE	WP_093650520.1	MurE.3
MurE	WP_068161801.1	MurE.3
MurE	WP_046317692.1	MurE.3
MurE	WP_089136720.1	MurE.3
MurE	WP_057907398.1	MurE.3
MurE	WP_209627871.1	MurE.3
MurE	WP_000590310.1	MurE.3
MurE	WP_120772228.1	MurE.3
MurE	WP_123934838.1	MurE.3
MurE	WP_092652205.1	MurE.3
MurE	WP_137631856.1	MurE.3
MurE	WP_018371608.1	MurE.3
MurE	WP_010009054.1	MurE.3
MurE	WP_205871856.1	MurE.3
MurE	WP_125982084.1	MurE.3
MurE	WP_154243033.1	MurE.3
MurE	WP_028789867.1	MurE.3
MurE	WP_160332636.1	MurE.3
MurE	WP_004265146.1	MurE.3
MurE	WP_056936437.1	MurE.3
MurE	WP_068222338.1	MurE.3
MurE	WP_002899784.1	MurE.3
MurE	WP_025022574.1	MurE.3
MurE	WP_176942851.1	MurE.3
MurE	WP_213533655.1	MurE.3
MurE	WP_109246260.1	MurE.3
MurE	WP_125551983.1	MurE.3
MurE	WP_018378390.1	MurE.3
MurE	WP_098826160.1	MurE.3
MurE	WP_096814216.1	MurE.3
MurE	WP_065903474.1	MurE.3
MurE	WP_182580438.1	MurE.3
MurE	WP_016250809.1	MurE.3
MurE	WP_003702052.1	MurE.3
MurE	WP_089121379.1	MurE.3
MurE	WP_056947597.1	MurE.3
MurE	WP_178913965.1	MurE.3
MurE	WP_260964789.1	MurE.3
MurE	WP_035452177.1	MurE.3
MurE	WP_242335633.1	MurE.3
MurE	WP_054734825.1	MurE.3
MurE	WP_155431822.1	MurE.3
MurE	WP_191981328.1	MurE.3
MurE	WP_251574368.1	MurE.3
MurE	WP_013728042.1	MurE.3
MurE	WP_109835406.1	MurE.3
MurE	WP_211089490.1	MurE.3
MurE	WP_249514311.1	MurE.3
MurE	WP_273646029.1	MurE.3
MurE	WP_096817666.1	MurE.3
MurE	WP_137598606.1	MurE.3
MurE	WP_191683568.1	MurE.3
MurE	WP_035444788.1	MurE.3
MurE	WP_035177417.1	MurE.3
MurE	WP_089108365.1	MurE.3
MurE	WP_034525752.1	MurE.3
MurE	WP_203650745.1	MurE.3
MurE	WP_057874205.1	MurE.3
MurE	WP_056997263.1	MurE.3
MurE	WP_230097294.1	MurE.3
MurE	WP_057807771.1	MurE.3
MurE	WP_188367287.1	MurE.3
MurE	WP_071875419.1	MurE.3
MurE	WP_039932298.1	MurE.3
MurE	WP_057910464.1	MurE.3
MurE	WP_056937085.1	MurE.3
MurE	WP_056982600.1	MurE.3
MurE	WP_249511219.1	MurE.3
MurE	WP_070368036.1	MurE.3
MurE	WP_125550386.1	MurE.3
MurE	WP_225364153.1	MurE.3
MurE	WP_093624303.1	MurE.3
MurE	WP_057827713.1	MurE.3
MurE	WP_056978428.1	MurE.3
MurE	WP_016184479.1	MurE.3
MurE	WP_138467158.1	MurE.3
MurE	WP_057748514.1	MurE.3
MurE	WP_010619996.1	MurE.3
MurE	WP_057906848.1	MurE.3
MurE	WP_178942678.1	MurE.3
MurE	WP_125712147.1	MurE.3
MurE	WP_204653988.1	MurE.3
MurE	WP_125600987.1	MurE.3
MurE	WP_056988752.1	MurE.3
MurE	WP_153495987.1	MurE.3
MurE	WP_056966577.1	MurE.3
MurE	WP_220750853.1	MurE.3
MurE	WP_056968427.1	MurE.3
MurE	WP_261806610.1	MurE.3
MurE	WP_057811258.1	MurE.3
MurE	WP_133362641.1	MurE.3
MurE	WP_125585331.1	MurE.3
MurE	WP_120784478.1	MurE.3
MurE	WP_125748292.1	MurE.3
MurE	WP_057775062.1	MurE.3
MurE	WP_280606842.1	MurE.3
MurE	WP_008858399.1	MurE.3
MurE	WP_210144925.1	MurE.3
MurE	WP_006500865.1	MurE.3
MurE	WP_203628996.1	MurE.3
MurE	WP_135014199.1	MurE.3
MurE	WP_056937086.1	MurE.3
MurE	WP_056957183.1	MurE.3
MurE	WP_056981198.1	MurE.3
MurE	WP_129301816.1	MurE.3
MurE	WP_070652337.1	MurE.3
MurE	WP_154547886.1	MurE.3
MurE	WP_204119057.1	MurE.3
MurE	WP_260116535.1	MurE.3
MurE	WP_057894717.1	MurE.3
MurE	WP_039639704.1	MurE.3
MurE	WP_125582480.1	MurE.3
MurE	WP_003656164.1	MurE.3
MurE	WP_003649952.1	MurE.3
MurE	WP_005685323.1	MurE.3
MurE	WP_156764599.1	MurE.3
MurE	WP_168722063.1	MurE.3
MurE	WP_220729455.1	MurE.3
MurE	WP_003562965.1	MurE.3
MurE	WP_260344945.1	MurE.3
MurE	WP_057806373.1	MurE.3
MurE	WP_010370404.1	MurE.3
MurE	WP_057783044.1	MurE.3
MurE	WP_125649339.1	MurE.3
MurE	WP_138726430.1	MurE.3
MurE	WP_023466424.1	MurE.3
MurE	WP_002879511.1	MurE.3
MurE	WP_008471615.1	MurE.3
MurE	WP_105955899.1	MurE.3
MurE	WP_217303930.1	MurE.3
MurE	WP_140922819.1	MurE.3
MurE	WP_057865504.1	MurE.3
MurE	WP_125769431.1	MurE.3
MurE	WP_080881782.1	MurE.3
MurE	WP_062913382.1	MurE.3
MurE	WP_039143864.1	MurE.3
MurE	WP_003609612.1	MurE.3
MurE	WP_054777319.1	MurE.3
MurE	WP_203626215.1	MurE.3
MurE	WP_009558878.1	MurE.3
MurE	WP_108983065.1	MurE.3
MurE	WP_054449892.1	MurE.3
MurE	WP_079579509.1	MurE.3
MurE	WP_057808864.1	MurE.3
MurE	WP_052006312.1	MurE.3
MurE	WP_019206270.1	MurE.3
MurE	WP_125696626.1	MurE.3
MurE	WP_125754979.1	MurE.3
MurE	WP_035184981.1	MurE.3
MurE	WP_227361416.1	MurE.3
MurE	WP_158661769.1	MurE.3
MurE	WP_124943408.1	MurE.3
MurE	WP_003777114.1	MurE.3
MurE	WP_011254584.1	MurE.3
MurE	WP_191983785.1	MurE.3
MurE	WP_057801979.1	MurE.3
MurE	WP_027829633.1	MurE.3
MurE	WP_117117308.1	MurE.3
MurE	WP_005720979.1	MurE.3
MurE	WP_125708688.1	MurE.3
MurE	WP_056940979.1	MurE.3
MurE	WP_003627351.1	MurE.3
MurE	WP_205145103.1	MurE.3
MurE	WP_053949940.1	MurE.3
MurE	WP_201336285.1	MurE.3
MurE	WP_027698609.1	MurE.3
MurE	WP_109249781.1	MurE.3
MurE	WP_045927485.1	MurE.3
MurE	WP_054646275.1	MurE.3
MurE	WP_006731750.1	MurE.3
MurE	WP_007126028.1	MurE.3
MurE	WP_056974010.1	MurE.3
MurE	WP_057905520.1	MurE.3
MurE	WP_013438673.1	MurE.3
MurE	WP_054715504.1	MurE.3
MurE	WP_087176214.1	MurE.3
MurE	WP_006586238.1	MurE.3
MurE	WP_025081014.1	MurE.3
MurE	WP_129045557.1	MurE.3
MurE	WP_125566785.1	MurE.3
MurE	WP_155287328.1	MurE.3
MurE	WP_103662017.1	MurE.3
MurE	WP_057756136.1	MurE.3
MurE	WP_008473947.1	MurE.3
MurE	WP_027824968.1	MurE.3
MurE	WP_008462054.1	MurE.3
MurE	WP_209686886.1	MurE.3
MurE	WP_035167683.1	MurE.3
MurE	WP_056938125.1	MurE.3
MurE	WP_040536181.1	MurE.3
MurE	WP_230098590.1	MurE.3
MurE	WP_204775993.1	MurE.3
MurE	WP_133442262.1	MurE.3
MurE	WP_168676916.1	MurE.3
MurE	WP_054745737.1	MurE.3
MurE	WP_054745737.1	MurE.3
MurE	WP_022791194.1	MurE.3
MurE	WP_075362511.1	MurE.3
MurE	WP_212780102.1	MurE.3
MurE	WP_057755072.1	MurE.3
MurE	WP_251717220.1	MurE.3
MurE	WP_125588441.1	MurE.3
MurE	WP_057737405.1	MurE.3
MurE	WP_125607973.1	MurE.3
MurE	WP_018659702.1	MurE.3
MurE	WP_089937921.1	MurE.3
MurE	WP_074427685.1	MurE.3
MurE	WP_092461454.1	MurE.3
MurE	WP_109917994.1	MurE.3
MurE	WP_187529040.1	MurE.3
MurE	WP_014215626.1	MurE.3
MurE	WP_075269377.1	MurE.3
MurE	WP_125704352.1	MurE.3
MurE	WP_125571339.1	MurE.3
MurE	WP_057819004.1	MurE.3
MurE	WP_054642765.1	MurE.3
MurE	WP_025085442.1	MurE.3
MurE	WP_057798498.1	MurE.3
MurE	WP_206213747.1	MurE.3
MurE	WP_025023527.1	MurE.3
MurE	WP_125008050.1	MurE.3
MurE	WP_286136189.1	MurE.3
MurE	WP_057797631.1	MurE.3
MurE	WP_056955202.1	MurE.3
MurE	WP_204769126.1	MurE.3
MurE	WP_115471472.1	MurE.3
MurE	WP_056950300.1	MurE.3
MurE	WP_125674677.1	MurE.3
MurE	WP_054678841.1	MurE.3
MurE	WP_054682244.1	MurE.3
MurE	WP_258087730.1	MurE.3
MurE	WP_035422272.1	MurE.3
MurE	WP_046324246.1	MurE.3
MurE	WP_023466423.1	MurE.3
MurE	WP_010625465.1	MurE.3
MurE	WP_057787289.1	MurE.3
MurE	WP_057771002.1	MurE.3
MurE	WP_013102406.1	MurE.3
MurE	WP_124975822.1	MurE.3
MurE	WP_244054867.1	MurE.3
MurE	WP_125761474.1	MurE.3
MurE	WP_093624301.1	MurE.3
MurE	WP_252795686.1	MurE.3
MurE	WP_054652319.1	MurE.3
MurE	WP_262315824.1	MurE.3
MurE	WP_125710159.1	MurE.3
MurE	WP_125770672.1	MurE.3
MurE	WP_220741982.1	MurE.3
MurE	WP_252767315.1	MurE.3
MurE	WP_010690665.1	MurE.3
MurE	WP_223896682.1	MurE.3
MurE	WP_186727982.1	MurE.3
MurE	WP_002833760.1	MurE.3
MurE	WP_046331567.1	MurE.3
MurE	WP_125706448.1	MurE.3
MurE	WP_057749846.1	MurE.3
MurE	WP_127849182.1	MurE.3
MurE	WP_252796914.1	MurE.3
MurE	WP_165314533.1	MurE.3
MurE	WP_225048419.1	MurE.3
MurE	WP_076614015.1	MurE.3
MurE	WP_057824250.1	MurE.3
MurE	WP_036685783.1	MurE.3
MurE	WP_099974039.1	MurE.3
MurE	WP_125713186.1	MurE.3
MurE	WP_070229824.1	MurE.3
MurE	WP_135374303.1	MurE.3
MurE	WP_017867494.1	MurE.3
MurE	WP_223902623.1	MurE.3
MurE	WP_153522433.1	MurE.3
MurE	WP_090093713.1	MurE.3
MurE	WP_125592798.1	MurE.3
MurE	WP_057766599.1	MurE.3
MurE	WP_048705350.1	MurE.3
MurE	WP_056957635.1	MurE.3
MurE	WP_252750661.1	MurE.3
MurE	WP_109715080.1	MurE.3
MurE	WP_220220651.1	MurE.3
MurE	WP_168850617.1	MurE.3
MurE	WP_179396194.1	MurE.3
MurE	WP_147000279.1	MurE.3
MurE	WP_020088888.1	MurE.3
MurE	WP_112788119.1	MurE.3
MurE	WP_013231503.1	MurE.3
MurE	WP_125574410.1	MurE.3
MurE	WP_045807276.1	MurE.3
MurE	WP_147001231.1	MurE.3
MurE	WP_220739229.1	MurE.3
MurE	WP_047769512.1	MurE.3
MurF	WP_195852573.1	MurF.1
MurF	WP_084098956.1	MurF.1
MurF	WP_067978470.1	MurF.1
MurF	WP_230080710.1	MurF.1
MurF	WP_059349243.1	MurF.1
MurF	WP_003142233.1	MurF.1
MurF	WP_086987010.1	MurF.1
MurF	WP_236701105.1	MurF.1
MurF	WP_068621724.1	MurF.1
MurF	WP_106449978.1	MurF.1
MurF	WP_086943779.1	MurF.1
MurF	WP_108033347.1	MurF.1
MurF	WP_107994606.1	MurF.1
MurF	WP_140185573.1	MurF.1
MurF	WP_087033003.1	MurF.1
MurF	WP_092653644.1	MurF.1
MurF	WP_068560245.1	MurF.1
MurF	WP_034551341.1	MurF.1
MurF	WP_229252518.1	MurF.1
MurF	WP_034560622.1	MurF.1
MurF	WP_035030243.1	MurF.1
MurF	WP_126109160.1	MurF.1
MurF	WP_092481218.1	MurF.1
MurF	WP_119907576.1	MurF.1
MurF	WP_138404487.1	MurF.1
MurF	WP_085558785.1	MurF.1
MurF	WP_218931483.1	MurF.1
MurF	WP_062471566.1	MurF.1
MurF	WP_166161600.1	MurF.1
MurF	WP_166062853.1	MurF.1
MurF	WP_091761526.1	MurF.1
MurF	WP_248417087.1	MurF.1
MurF	WP_089747317.1	MurF.1
MurF	WP_208559607.1	MurF.1
MurF	WP_101813115.1	MurF.1
MurF	WP_092093065.1	MurF.1
MurF	WP_078755526.1	MurF.1
MurF	WP_101953619.1	MurF.1
MurF	WP_023176750.1	MurF.1
MurF	WP_028273694.1	MurF.1
MurF	WP_034547368.1	MurF.1
MurF	WP_006703552.1	MurF.1
MurF	WP_023391614.1	MurF.1
MurF	WP_112788142.1	MurF.1
MurF	WP_091265424.1	MurF.1
MurF	WP_007721668.1	MurF.1
MurF	WP_124057866.1	MurF.1
MurF	WP_102227890.1	MurF.1
MurF	WP_197117544.1	MurF.1
MurF	WP_089977764.1	MurF.1
MurF	WP_035054543.1	MurF.1
MurF	WP_091531710.1	MurF.1
MurF	WP_003777837.1	MurF.1
MurF	WP_071873936.1	MurF.1
MurF	WP_091897981.1	MurF.1
MurF	WP_095454105.1	MurF.1
MurF	WP_091489529.1	MurF.1
MurF	WP_091479942.1	MurF.1
MurF	WP_118989574.1	MurF.1
MurF	WP_208930316.1	MurF.1
MurF	WP_113850228.1	MurF.1
MurF	WP_010771064.1	MurF.1
MurF	WP_006908364.1	MurF.1
MurF	WP_125758321.1	MurF.1
MurF	WP_054677834.1	MurF.1
MurF	WP_146924879.1	MurF.1
MurF	WP_106194731.1	MurF.1
MurF	WP_005607035.1	MurF.1
MurF	WP_006418944.1	MurF.1
MurF	WP_005918992.1	MurF.1
MurF	WP_114289080.1	MurF.1
MurF	WP_075491324.1	MurF.1
MurF	WP_095006574.1	MurF.1
MurF	WP_230913187.1	MurF.1
MurF	WP_056966363.1	MurF.1
MurF	WP_125579493.1	MurF.1
MurF	WP_057907279.1	MurF.1
MurF	WP_137664827.1	MurF.1
MurF	WP_122646275.1	MurF.1
MurF	WP_011673728.1	MurF.1
MurF	WP_120784704.1	MurF.1
MurF	WP_025873172.1	MurF.1
MurF	WP_204118569.1	MurF.1
MurF	WP_056952030.1	MurF.1
MurF	WP_091633241.1	MurF.1
MurF	WP_125697827.1	MurF.1
MurF	WP_073298418.1	MurF.1
MurF	WP_056956811.1	MurF.1
MurF	WP_203628540.1	MurF.1
MurF	WP_022796727.1	MurF.1
MurF	WP_045922201.1	MurF.1
MurF	WP_010580393.1	MurF.1
MurF	WP_010754550.1	MurF.1
MurF	WP_090289677.1	MurF.1
MurF	WP_057803336.1	MurF.1
MurF	WP_006308778.1	MurF.1
MurF	WP_028118661.1	MurF.1
MurF	WP_054449710.1	MurF.1
MurF	WP_056970308.1	MurF.1
MurF	WP_056963759.1	MurF.1
MurF	WP_054606237.1	MurF.1
MurF	WP_173103693.1	MurF.1
MurF	WP_208422602.1	MurF.1
MurF	WP_056969160.1	MurF.1
MurF	WP_069653640.1	MurF.1
MurF	WP_014214747.1	MurF.1
MurF	WP_078808489.1	MurF.1
MurF	WP_056992697.1	MurF.1
MurF	WP_251716624.1	MurF.1
MurF	WP_010750658.1	MurF.1
MurF	WP_035452039.1	MurF.1
MurF	WP_225048027.1	MurF.1
MurF	WP_057770633.1	MurF.1
MurF	WP_203621738.1	MurF.1
MurF	WP_136136930.1	MurF.1
MurF	WP_056941395.1	MurF.1
MurF	WP_125714686.1	MurF.1
MurF	WP_088269888.1	MurF.1
MurF	WP_003649486.1	MurF.1
MurF	WP_106482992.1	MurF.1
MurF	WP_006585237.1	MurF.1
MurF	WP_125585162.1	MurF.1
MurF	WP_103752341.1	MurF.1
MurF	WP_094503309.1	MurF.1
MurF	WP_071857844.1	MurF.1
MurF	WP_109715774.1	MurF.1
MurF	WP_003651882.1	MurF.1
MurF	WP_061400967.1	MurF.1
MurF	WP_218256468.1	MurF.1
MurF	WP_217304391.1	MurF.1
MurF	WP_230099453.1	MurF.1
MurF	WP_047677959.1	MurF.1
MurF	WP_262315602.1	MurF.1
MurF	WP_035191499.1	MurF.1
MurF	WP_161868162.1	MurF.1
MurF	WP_008472610.1	MurF.1
MurF	WP_125570349.1	MurF.1
MurF	WP_069646404.1	MurF.1
MurF	WP_027108932.1	MurF.1
MurF	WP_054661954.1	MurF.1
MurF	WP_016173715.1	MurF.1
MurF	WP_057706568.1	MurF.1
MurF	WP_065866110.1	MurF.1
MurF	WP_109918688.1	MurF.1
MurF	WP_069638915.1	MurF.1
MurF	WP_015510425.1	MurF.1
MurF	WP_046325384.1	MurF.1
MurF	WP_212780532.1	MurF.1
MurF	WP_261806579.1	MurF.1
MurF	WP_223902019.1	MurF.1
MurF	WP_204653358.1	MurF.1
MurF	WP_117117379.1	MurF.1
MurF	WP_112195868.1	MurF.1
MurF	WP_125709132.1	MurF.1
MurF	WP_153861881.1	MurF.1
MurF	WP_010763885.1	MurF.1
MurF	WP_125984112.1	MurF.1
MurF	WP_002293421.1	MurF.1
MurF	WP_066023512.1	MurF.1
MurF	WP_071866121.1	MurF.1
MurF	WP_249513220.1	MurF.1
MurF	WP_007126772.1	MurF.1
MurF	WP_049221839.1	MurF.1
MurF	WP_179396107.1	MurF.1
MurF	WP_086291641.1	MurF.1
MurF	WP_127848460.1	MurF.1
MurF	WP_002878688.1	MurF.1
MurF	WP_002878688.1	MurF.1
MurF	WP_090092384.1	MurF.1
MurF	WP_118907887.1	MurF.1
MurF	WP_025014740.1	MurF.1
MurF	WP_081133781.1	MurF.1
MurF	WP_002311357.1	MurF.1
MurF	WP_114525295.1	MurF.1
MurF	WP_003548990.1	MurF.1
MurF	WP_103660865.1	MurF.1
MurF	WP_223896382.1	MurF.1
MurF	WP_087118596.1	MurF.1
MurF	WP_025730513.1	MurF.1
MurF	WP_251548091.1	MurF.1
